index,m,n,a,b,corr
396,0.07959241800284587,36.0,12061.781087958083,-12075.042136359638,12.564010807715936
397,0.11306799208341964,36.0,5197.438466868178,-5318.793550236205,8.844235946652498
398,0.10150515004174752,36.0,6517.450891779383,-6736.504807248689,9.851716879278689
399,0.09506220956187128,36.0,7313.332841746047,-7294.290688404014,10.519427274085709
400,0.08644029781411916,36.0,8539.330663289747,-8557.911473131837,11.56867832813806
401,0.14167216992164602,36.0,2050.114971117803,-2055.6498909524594,7.058549329434746
402,0.16754763770242384,36.0,1114.4676930588525,-1023.5373919470225,5.9684518010099845
403,0.15637121206465415,36.0,1319.8149335601645,-1405.8012450945437,6.395039002361472
404,0.18008468419984186,36.0,766.6451830017901,-708.0233854557076,5.552943074771919
405,0.2036387298711136,36.0,435.9229218105212,-421.00679089737855,4.910657224354704
406,0.23222331637124433,36.0,242.58745080722687,-216.9841629795665,4.306199806402505
407,0.20722076628836295,36.0,364.1348920071766,-273.0872308917959,4.825771171063167
408,0.015042002085373724,36.0,525165.5260949985,-525191.1912404733,66.48051199064534
409,0.053327033149163566,36.0,37760.06202049123,-38033.92628157238,18.75221517017181
410,0.0635448615453104,36.0,25738.61489502618,-25948.97643990112,15.736913665111286
411,0.04815126050480481,36.0,41804.79854189817,-41735.6693731462,20.76788830689519
412,0.09093598483822776,36.0,9435.600806021024,-9424.530293666583,10.996746796979966
413,0.09514397366772422,36.0,8290.58125679064,-8213.546300869524,10.510387168527847
414,0.10877113158899095,36.0,5318.186723273009,-5192.2338505662065,9.19361585552552
415,0.11520093640037903,36.0,4672.174064205332,-4700.220399522747,8.680484996445827
416,0.0934128845896625,36.0,7650.568762792214,-7414.672565995839,10.705161331787677
417,0.12130652695166387,36.0,3634.6990801499796,-3654.919716510572,8.24357950993406
418,0.15104221110069965,36.0,1589.9549489635397,-1549.6395844052881,6.620665790792094
419,0.14062171829209427,36.0,1930.8514509520396,-1962.3535385687132,7.111277064065145
420,0.16036920572964636,36.0,1169.7182997078323,-1151.3622288073182,6.235611104078299
421,0.1766516842579922,36.0,856.261576980913,-898.489752148885,5.660857433657655
422,0.17958244447064065,36.0,714.563304168777,-623.4606372996872,5.56847303725998
423,0.21143302613020215,36.0,361.28460954791234,-263.7321725488557,4.729630078624481
424,0.2305360584182893,36.0,231.44226051213096,-214.34398240364965,4.337716220451639
425,0.04474691040035916,36.0,57635.41936948712,-57650.46824277828,22.347911644688065
